transaction_id,card_id,timestamp,amount,merchant_category,country,card_present,is_fraud
txn_0000041,card_00844,2026-01-09T15:28:27Z,72.65,travel,AE,True,False
txn_0000042,card_00402,2026-01-24T20:58:34Z,47.52,atm_withdrawal,US,True,False
txn_0000043,card_00737,2026-01-02T15:49:15Z,69.74,fuel,IN,True,False
txn_0000044,card_00872,2026-01-10T11:21:41Z,128.92,electronics,GB,False,False
txn_0000045,card_00564,2026-01-15T10:45:11Z,22.18,online_retail,SG,False,False
txn_0000046,card_00668,2026-01-15T20:36:47Z,103.36,pharmacy,IN,True,False
txn_0000047,card_00656,2026-01-12T15:22:33Z,58.48,pharmacy,DE,False,False
txn_0000048,card_00248,2026-01-29T22:06:45Z,76.37,pharmacy,SG,True,False
txn_0000049,card_00037,2026-01-11T04:41:34Z,95.4,grocery,US,True,False
txn_0000050,card_00740,2026-01-17T05:24:26Z,20.21,electronics,AE,False,False
txn_0000051,card_00043,2026-01-17T06:19:54Z,295.68,electronics,DE,False,False
txn_0000052,card_00894,2026-01-15T13:27:12Z,76.52,atm_withdrawal,AE,True,False
txn_0000053,card_00727,2026-01-27T20:16:02Z,165.55,travel,SG,True,False
txn_0000054,card_00460,2026-01-14T19:26:16Z,164.66,online_retail,DE,True,False
txn_0000055,card_00100,2026-01-17T01:54:48Z,30.69,pharmacy,SG,False,False
txn_0000056,card_00486,2026-01-17T12:28:05Z,15.14,fuel,SG,True,False
txn_0000057,card_00551,2026-01-10T13:25:41Z,333.28,grocery,US,False,False
txn_0000058,card_00735,2026-01-16T12:51:28Z,147.99,grocery,US,False,False
txn_0000059,card_00324,2026-01-21T06:13:43Z,272.36,fuel,GB,True,False
txn_0000060,card_00827,2026-01-09T20:03:50Z,194.91,pharmacy,DE,False,False
txn_0000061,card_00820,2026-01-10T14:57:46Z,158.61,electronics,US,False,False
txn_0000062,card_00402,2026-01-12T08:52:27Z,146.39,grocery,US,False,False
txn_0000063,card_00685,2026-01-02T11:48:31Z,73.9,entertainment,DE,True,False
txn_0000064,card_00039,2026-01-19T17:30:29Z,112.29,electronics,DE,False,False
txn_0000065,card_00478,2026-01-22T10:47:49Z,66.71,atm_withdrawal,SG,True,False
txn_0000066,card_00663,2026-01-27T05:21:20Z,77.33,restaurant,DE,True,False
txn_0000067,card_00625,2026-01-26T22:03:27Z,15.92,fuel,IN,True,False
txn_0000068,card_00334,2026-01-14T23:39:30Z,44.26,pharmacy,US,False,False
txn_0000069,card_00539,2026-01-13T07:18:39Z,34.61,electronics,GB,False,False
txn_0000070,card_00801,2026-01-07T06:03:35Z,73.16,atm_withdrawal,IN,False,False
txn_0000071,card_00673,2026-01-11T06:42:52Z,108.61,online_retail,DE,True,False
txn_0000072,card_00738,2026-01-26T07:38:06Z,285.03,atm_withdrawal,DE,True,False
txn_0000073,card_00353,2026-01-15T04:32:19Z,87.77,grocery,DE,True,False
txn_0000074,card_00578,2026-01-09T05:36:58Z,86.23,entertainment,DE,True,False
txn_0000075,card_00506,2026-01-23T09:01:04Z,268.02,restaurant,IN,False,False
txn_0000076,card_00243,2026-01-10T01:18:15Z,136.26,entertainment,DE,False,False
txn_0000077,card_00805,2026-01-18T02:39:52Z,137.89,fuel,SG,True,False
txn_0000078,card_00376,2026-01-17T20:12:29Z,54.29,entertainment,DE,False,False
txn_0000079,card_00018,2026-01-25T14:20:31Z,83.27,online_retail,IN,True,False
txn_0000080,card_00457,2026-01-26T22:12:04Z,18.55,atm_withdrawal,SG,True,False
txn_0000081,card_00878,2026-01-28T20:28:13Z,55.01,utilities,GB,True,False
txn_0000082,card_00257,2026-01-18T14:52:41Z,252.16,travel,IN,False,False
txn_0000083,card_00834,2026-01-28T21:42:04Z,441.74,fuel,GB,False,True
txn_0000084,card_00654,2026-01-09T17:21:28Z,37.69,grocery,AE,True,False
txn_0000085,card_00233,2026-01-27T07:56:33Z,45.76,atm_withdrawal,US,True,False
txn_0000086,card_00157,2026-01-27T08:28:57Z,7.87,fuel,AE,True,False
txn_0000087,card_00507,2026-01-01T09:14:59Z,102.03,utilities,SG,True,False
txn_0000088,card_00757,2026-01-01T23:05:30Z,123.5,utilities,IN,True,False
txn_0000089,card_00751,2026-01-04T10:47:39Z,464.22,pharmacy,AE,True,False
txn_0000090,card_00681,2026-01-26T18:38:56Z,1055.59,utilities,GB,True,False
txn_0000091,card_00856,2026-01-12T01:18:19Z,44.83,utilities,AE,False,False
txn_0000092,card_00479,2026-01-07T05:49:59Z,197.03,fuel,US,True,False
txn_0000093,card_00829,2026-01-14T08:59:53Z,30.91,online_retail,GB,False,False
txn_0000094,card_00052,2026-01-01T19:54:14Z,126.64,restaurant,GB,True,False
txn_0000095,card_00423,2026-01-11T03:44:10Z,141.96,utilities,AE,True,False
txn_0000096,card_00236,2026-01-18T13:53:49Z,193.04,atm_withdrawal,GB,False,False
txn_0000097,card_00829,2026-01-30T18:17:22Z,52.72,fuel,SG,False,False
txn_0000098,card_00863,2026-01-21T22:19:48Z,6.7,electronics,SG,True,False
txn_0000099,card_00362,2026-01-06T05:57:13Z,79.4,travel,DE,False,False
txn_0000100,card_00416,2026-01-25T14:40:50Z,25.79,electronics,SG,True,False
txn_0000101,card_00572,2026-01-19T07:40:18Z,66.92,pharmacy,US,True,False
txn_0000102,card_00303,2026-01-11T20:27:11Z,35.45,grocery,AE,True,False
txn_0000103,card_00798,2026-01-18T16:45:51Z,128.95,travel,SG,True,False
txn_0000104,card_00104,2026-01-15T07:59:28Z,175.9,travel,SG,True,False
txn_0000105,card_00602,2026-01-14T00:42:54Z,93.89,atm_withdrawal,IN,False,False
txn_0000106,card_00830,2026-01-22T02:21:10Z,31.19,grocery,SG,False,False
txn_0000107,card_00749,2026-01-14T02:22:51Z,141.81,travel,AE,False,False
txn_0000108,card_00875,2026-01-28T10:24:32Z,77.16,online_retail,US,True,False
txn_0000109,card_00129,2026-01-26T14:45:51Z,18.87,pharmacy,US,False,False
txn_0000110,card_00897,2026-01-17T05:38:52Z,71.08,electronics,US,False,False
txn_0000111,card_00565,2026-01-20T17:42:42Z,541.87,fuel,IN,True,True
txn_0000112,card_00589,2026-01-26T07:47:55Z,55.46,atm_withdrawal,US,True,False
txn_0000113,card_00318,2026-01-27T21:56:55Z,37.91,pharmacy,GB,True,False
txn_0000114,card_00198,2026-01-14T07:57:44Z,20.62,travel,SG,True,False
txn_0000115,card_00193,2026-01-06T11:04:24Z,31.42,online_retail,DE,False,False
txn_0000116,card_00519,2026-01-09T17:46:33Z,218.67,electronics,GB,False,False
txn_0000117,card_00747,2026-01-17T00:19:31Z,49.2,grocery,SG,True,False
txn_0000118,card_00154,2026-01-26T15:57:34Z,98.77,fuel,IN,True,False
txn_0000119,card_00443,2026-01-25T16:07:31Z,396.5,grocery,GB,False,False
txn_0000120,card_00678,2026-01-30T09:02:21Z,47.19,utilities,AE,True,False
txn_0000121,card_00770,2026-01-20T21:18:28Z,74.65,atm_withdrawal,DE,True,False
txn_0000122,card_00858,2026-01-05T00:54:51Z,45.16,fuel,GB,True,False
txn_0000123,card_00875,2026-01-13T23:45:10Z,158.62,atm_withdrawal,DE,False,False
txn_0000124,card_00384,2026-01-03T00:59:17Z,60.67,pharmacy,US,True,False
txn_0000125,card_00222,2026-01-02T10:25:54Z,558.5,atm_withdrawal,AE,True,False
txn_0000126,card_00261,2026-01-18T13:44:44Z,16.59,atm_withdrawal,AE,False,False
txn_0000127,card_00898,2026-01-29T04:48:56Z,648.89,online_retail,AE,False,True
txn_0000128,card_00416,2026-01-14T11:31:19Z,88.97,entertainment,AE,False,False
txn_0000129,card_00231,2026-01-18T02:38:58Z,192.89,fuel,US,True,False
txn_0000130,card_00649,2026-01-13T20:47:15Z,89.37,atm_withdrawal,SG,False,False
txn_0000131,card_00171,2026-01-13T20:01:23Z,641.36,restaurant,US,True,False
txn_0000132,card_00622,2026-01-25T16:32:30Z,11.59,utilities,US,True,False
txn_0000133,card_00297,2026-01-09T04:00:18Z,38.5,entertainment,GB,False,False
txn_0000134,card_00704,2026-01-17T12:48:49Z,23.62,grocery,SG,False,False
txn_0000135,card_00311,2026-01-01T18:31:28Z,17.16,atm_withdrawal,AE,False,False
txn_0000136,card_00607,2026-01-03T10:01:31Z,33.2,entertainment,GB,False,False
txn_0000137,card_00802,2026-01-14T11:17:08Z,94.46,restaurant,IN,False,False
txn_0000138,card_00680,2026-01-14T15:38:39Z,53.55,electronics,US,True,False
txn_0000139,card_00362,2026-01-18T22:00:36Z,97.96,restaurant,GB,False,False
txn_0000140,card_00299,2026-01-09T18:45:34Z,33.13,utilities,IN,False,False
txn_0000141,card_00848,2026-01-14T22:30:57Z,61.03,entertainment,GB,True,False
txn_0000142,card_00792,2026-01-27T00:12:05Z,74.3,utilities,GB,True,False
txn_0000143,card_00070,2026-01-17T04:44:35Z,39.88,restaurant,GB,True,True
txn_0000144,card_00125,2026-01-15T15:29:13Z,38.02,pharmacy,GB,False,False
txn_0000145,card_00352,2026-01-09T21:59:10Z,127.6,utilities,IN,False,False
txn_0000146,card_00009,2026-01-04T07:45:50Z,41.13,pharmacy,US,True,False
txn_0000147,card_00187,2026-01-27T01:58:07Z,27.54,fuel,GB,True,False
txn_0000148,card_00889,2026-01-02T02:58:04Z,135.9,pharmacy,AE,False,False
txn_0000149,card_00122,2026-01-09T04:16:44Z,62.14,electronics,SG,False,False
txn_0000150,card_00156,2026-01-13T09:13:24Z,19.82,atm_withdrawal,US,True,False
txn_0000151,card_00881,2026-01-16T22:44:11Z,116.82,travel,IN,False,False
txn_0000152,card_00061,2026-01-21T15:36:34Z,153.37,pharmacy,SG,True,False
txn_0000153,card_00071,2026-01-07T17:55:31Z,209.23,electronics,GB,True,False
txn_0000154,card_00279,2026-01-03T03:08:47Z,109.54,restaurant,US,True,False
txn_0000155,card_00044,2026-01-18T08:33:41Z,175.99,entertainment,AE,True,True
txn_0000156,card_00160,2026-01-27T18:46:51Z,5.54,travel,AE,True,False
txn_0000157,card_00303,2026-01-05T03:06:48Z,85.57,restaurant,US,False,False
txn_0000158,card_00021,2026-01-08T14:37:27Z,18.8,travel,IN,False,False
txn_0000159,card_00296,2026-01-04T14:24:11Z,9.5,online_retail,IN,False,False
txn_0000160,card_00001,2026-01-24T14:08:45Z,57.39,atm_withdrawal,US,False,False
txn_0000161,card_00680,2026-01-13T22:38:24Z,205.4,pharmacy,AE,True,False
txn_0000162,card_00540,2026-01-28T22:51:38Z,39.06,grocery,SG,True,False
txn_0000163,card_00428,2026-01-11T15:13:50Z,372.69,pharmacy,US,False,True
txn_0000164,card_00343,2026-01-14T09:01:52Z,82.38,fuel,SG,False,False
txn_0000165,card_00168,2026-01-24T16:11:05Z,274.4,online_retail,IN,False,False
txn_0000166,card_00750,2026-01-11T20:16:56Z,34.82,grocery,SG,False,False
txn_0000167,card_00466,2026-01-25T08:55:58Z,41.38,grocery,DE,False,False
txn_0000168,card_00830,2026-01-07T01:56:41Z,25.92,travel,AE,False,False
txn_0000169,card_00553,2026-01-27T10:55:31Z,438.37,entertainment,AE,True,False
txn_0000170,card_00532,2026-01-03T23:20:26Z,228.46,fuel,GB,False,False
txn_0000171,card_00896,2026-01-29T14:57:44Z,90.21,grocery,US,False,False
txn_0000172,card_00586,2026-01-12T23:45:34Z,99.59,atm_withdrawal,US,False,False
txn_0000173,card_00082,2026-01-26T22:33:48Z,43.98,grocery,DE,False,False
txn_0000174,card_00591,2026-01-06T11:10:44Z,15.3,travel,IN,False,False
txn_0000175,card_00185,2026-01-17T02:11:25Z,504.44,online_retail,GB,True,False
txn_0000176,card_00777,2026-01-21T09:08:32Z,26.99,online_retail,DE,True,False
txn_0000177,card_00129,2026-01-26T22:15:11Z,223.24,entertainment,IN,False,False
txn_0000178,card_00652,2026-01-16T12:19:35Z,219.83,pharmacy,US,False,True
txn_0000179,card_00238,2026-01-08T10:59:22Z,351.86,utilities,AE,True,False
txn_0000180,card_00429,2026-01-10T10:29:57Z,28.16,pharmacy,SG,True,False
txn_0000181,card_00349,2026-01-06T19:06:53Z,547.42,online_retail,SG,True,False
txn_0000182,card_00643,2026-01-30T02:52:45Z,9.35,restaurant,SG,True,False
txn_0000183,card_00881,2026-01-30T16:36:23Z,124.1,atm_withdrawal,SG,True,False
txn_0000184,card_00795,2026-01-16T08:36:28Z,38.29,utilities,GB,True,False
txn_0000185,card_00575,2026-01-13T01:17:24Z,133.06,electronics,IN,False,False
txn_0000186,card_00670,2026-01-30T00:00:48Z,119.41,travel,AE,True,False
txn_0000187,card_00020,2026-01-01T14:01:21Z,163.88,utilities,IN,False,False
txn_0000188,card_00531,2026-01-03T06:23:44Z,131.05,online_retail,DE,False,True
txn_0000189,card_00394,2026-01-04T03:03:15Z,76.6,travel,DE,False,False
txn_0000190,card_00492,2026-01-02T21:12:32Z,107.94,fuel,AE,False,False
txn_0000191,card_00081,2026-01-15T00:06:35Z,1205.65,fuel,SG,True,False
txn_0000192,card_00158,2026-01-20T02:17:06Z,18.75,electronics,DE,False,False
txn_0000193,card_00128,2026-01-04T03:22:00Z,17.93,atm_withdrawal,DE,True,False
txn_0000194,card_00030,2026-01-03T02:09:23Z,34.5,utilities,GB,True,False
txn_0000195,card_00123,2026-01-17T20:12:52Z,358.88,fuel,SG,True,False
txn_0000196,card_00367,2026-01-10T21:14:46Z,74.21,entertainment,US,True,False
txn_0000197,card_00385,2026-01-07T15:29:36Z,392.77,pharmacy,GB,True,True
txn_0000198,card_00114,2026-01-11T06:26:04Z,91.31,travel,US,True,False
txn_0000199,card_00745,2026-01-20T23:04:09Z,82.54,restaurant,SG,False,False
txn_0000200,card_00240,2026-01-16T05:47:16Z,35.67,utilities,AE,True,False
txn_0000201,card_00734,2026-01-02T10:48:57Z,36.27,fuel,SG,False,False
txn_0000202,card_00477,2026-01-18T20:22:35Z,137.41,pharmacy,AE,True,False
txn_0000203,card_00545,2026-01-05T19:27:32Z,90.19,pharmacy,US,True,False
txn_0000204,card_00184,2026-01-05T12:09:25Z,10.97,entertainment,IN,True,False
txn_0000205,card_00793,2026-01-22T08:53:18Z,70.06,online_retail,GB,True,False
txn_0000206,card_00221,2026-01-02T07:57:44Z,189.32,fuel,AE,True,False
txn_0000207,card_00546,2026-01-14T20:46:16Z,12.52,fuel,IN,True,False
txn_0000208,card_00247,2026-01-29T13:00:09Z,20.71,entertainment,US,True,False
txn_0000209,card_00203,2026-01-16T13:11:54Z,62.26,restaurant,DE,True,False
txn_0000210,card_00677,2026-01-09T00:28:51Z,415.11,electronics,IN,True,False
txn_0000211,card_00250,2026-01-09T10:41:15Z,473.34,travel,SG,True,False
txn_0000212,card_00544,2026-01-19T23:54:44Z,3748.27,fuel,GB,False,True
txn_0000213,card_00407,2026-01-22T15:22:59Z,492.2,utilities,IN,False,False
txn_0000214,card_00379,2026-01-04T16:00:23Z,241.68,travel,DE,True,False
txn_0000215,card_00757,2026-01-11T07:10:35Z,119.98,travel,IN,False,False
txn_0000216,card_00726,2026-01-14T18:05:32Z,137.59,entertainment,IN,True,True
txn_0000217,card_00302,2026-01-05T09:36:51Z,72.7,fuel,DE,False,False
txn_0000218,card_00082,2026-01-04T07:59:02Z,26.48,online_retail,US,False,False
txn_0000219,card_00391,2026-01-15T22:06:02Z,10.59,fuel,GB,True,False
txn_0000220,card_00391,2026-01-16T06:28:38Z,22.05,electronics,AE,True,False
txn_0000221,card_00306,2026-01-10T19:52:11Z,61.08,grocery,SG,False,False
txn_0000222,card_00788,2026-01-28T20:17:26Z,28.7,electronics,IN,False,False
txn_0000223,card_00897,2026-01-05T08:30:02Z,97.3,electronics,AE,True,False
txn_0000224,card_00830,2026-01-25T07:14:50Z,12.21,pharmacy,IN,False,False
txn_0000225,card_00087,2026-01-01T22:43:00Z,67.23,electronics,GB,False,False
txn_0000226,card_00723,2026-01-22T14:10:16Z,81.24,online_retail,DE,False,False
txn_0000227,card_00169,2026-01-22T01:19:30Z,25.57,travel,US,False,False
txn_0000228,card_00375,2026-01-06T06:35:53Z,49.96,utilities,IN,True,False
txn_0000229,card_00695,2026-01-10T08:06:16Z,166.85,entertainment,US,False,False
txn_0000230,card_00852,2026-01-02T11:53:10Z,362.79,restaurant,DE,False,False
txn_0000231,card_00202,2026-01-01T05:03:27Z,210.67,electronics,GB,False,False
txn_0000232,card_00690,2026-01-17T01:08:06Z,303.71,utilities,IN,False,False
txn_0000233,card_00149,2026-01-24T22:11:39Z,47.54,online_retail,AE,False,False
txn_0000234,card_00411,2026-01-14T20:23:45Z,58.77,grocery,GB,False,False
txn_0000235,card_00566,2026-01-13T16:28:57Z,49.0,grocery,IN,False,False
txn_0000236,card_00453,2026-01-23T12:22:05Z,137.65,entertainment,US,True,False
txn_0000237,card_00143,2026-01-30T14:24:16Z,37.69,atm_withdrawal,DE,True,False
txn_0000238,card_00250,2026-01-07T15:07:45Z,133.74,travel,AE,False,False
txn_0000239,card_00007,2026-01-10T06:02:09Z,41.34,travel,IN,True,False
txn_0000240,card_00155,2026-01-16T11:23:09Z,221.24,entertainment,GB,True,False
txn_0000241,card_00459,2026-01-12T03:03:22Z,55.42,entertainment,SG,True,False
txn_0000242,card_00082,2026-01-01T00:55:54Z,42.34,pharmacy,US,True,True
txn_0000243,card_00746,2026-01-12T09:05:57Z,60.26,entertainment,US,False,False
txn_0000244,card_00675,2026-01-03T17:03:18Z,34.16,online_retail,GB,False,False
txn_0000245,card_00006,2026-01-28T14:15:34Z,47.23,travel,IN,True,False
txn_0000246,card_00480,2026-01-28T21:42:17Z,16.91,electronics,SG,True,False
txn_0000247,card_00006,2026-01-11T14:13:57Z,33.11,pharmacy,DE,True,False
txn_0000248,card_00898,2026-01-26T07:17:39Z,65.92,fuel,DE,False,True
txn_0000249,card_00407,2026-01-15T06:37:06Z,77.36,restaurant,SG,True,False
txn_0000250,card_00716,2026-01-11T02:05:03Z,64.37,online_retail,AE,False,False
txn_0000251,card_00215,2026-01-23T16:23:53Z,19.96,pharmacy,SG,False,False
txn_0000252,card_00656,2026-01-13T17:41:27Z,2.87,electronics,DE,False,False
txn_0000253,card_00262,2026-01-19T10:42:36Z,89.54,fuel,SG,True,False
txn_0000254,card_00833,2026-01-09T17:01:03Z,15.06,atm_withdrawal,AE,False,False
txn_0000255,card_00513,2026-01-07T16:37:06Z,35.64,online_retail,IN,True,False
txn_0000256,card_00480,2026-01-09T16:20:07Z,107.24,utilities,SG,False,False
txn_0000257,card_00822,2026-01-04T22:30:24Z,687.55,restaurant,GB,False,True
txn_0000258,card_00351,2026-01-05T23:24:47Z,14.92,pharmacy,AE,False,False
txn_0000259,card_00504,2026-01-24T07:09:18Z,36.72,entertainment,IN,True,False
txn_0000260,card_00725,2026-01-30T06:51:00Z,93.63,pharmacy,US,False,False
txn_0000261,card_00894,2026-01-03T22:00:03Z,155.94,atm_withdrawal,GB,True,False
txn_0000262,card_00853,2026-01-26T15:55:19Z,32.28,grocery,DE,False,False
txn_0000263,card_00451,2026-01-30T12:15:10Z,220.2,utilities,SG,False,False
txn_0000264,card_00444,2026-01-11T12:10:45Z,157.99,utilities,IN,True,False
txn_0000265,card_00095,2026-01-11T09:21:23Z,285.1,utilities,IN,True,False
txn_0000266,card_00823,2026-01-09T06:47:23Z,104.53,fuel,SG,True,False
txn_0000267,card_00392,2026-01-23T14:27:47Z,78.52,electronics,IN,False,False
txn_0000268,card_00050,2026-01-16T11:53:35Z,28.84,atm_withdrawal,DE,True,False
txn_0000269,card_00656,2026-01-13T18:32:05Z,48.23,entertainment,DE,True,False
txn_0000270,card_00055,2026-01-30T11:39:09Z,83.91,restaurant,DE,True,False
txn_0000271,card_00870,2026-01-26T23:57:28Z,158.93,travel,GB,True,False
txn_0000272,card_00619,2026-01-29T21:10:53Z,70.76,pharmacy,SG,False,False
txn_0000273,card_00409,2026-01-15T05:42:52Z,12.91,utilities,US,True,False
txn_0000274,card_00880,2026-01-08T15:04:46Z,128.77,restaurant,GB,True,False
txn_0000275,card_00899,2026-01-29T02:35:00Z,61.99,atm_withdrawal,GB,True,False
txn_0000276,card_00448,2026-01-07T19:45:19Z,10.83,grocery,DE,True,False
txn_0000277,card_00890,2026-01-19T20:05:10Z,71.16,electronics,SG,False,False
txn_0000278,card_00570,2026-01-03T13:16:17Z,55.1,electronics,SG,True,False
txn_0000279,card_00018,2026-01-21T10:41:55Z,245.87,pharmacy,US,True,False
txn_0000280,card_00293,2026-01-11T08:25:59Z,379.83,entertainment,IN,False,False
txn_0000281,card_00491,2026-01-08T01:15:17Z,49.09,entertainment,DE,False,False
txn_0000282,card_00354,2026-01-29T06:33:22Z,64.84,utilities,AE,True,False
txn_0000283,card_00178,2026-01-24T21:55:26Z,85.15,pharmacy,IN,False,False
txn_0000284,card_00669,2026-01-18T06:02:49Z,444.04,grocery,AE,False,False
txn_0000285,card_00347,2026-01-10T09:33:22Z,87.58,pharmacy,US,False,False
txn_0000286,card_00473,2026-01-27T09:08:59Z,76.69,online_retail,US,False,False
txn_0000287,card_00586,2026-01-26T08:48:00Z,45.56,utilities,DE,False,False
txn_0000288,card_00591,2026-01-01T08:51:45Z,136.72,travel,GB,True,True
txn_0000289,card_00727,2026-01-05T06:55:44Z,31.6,utilities,IN,True,False
txn_0000290,card_00353,2026-01-12T18:57:39Z,71.31,electronics,AE,False,False
txn_0000291,card_00898,2026-01-13T14:12:05Z,269.18,pharmacy,AE,False,False
txn_0000292,card_00096,2026-01-04T01:33:39Z,48.2,travel,GB,False,False
txn_0000293,card_00626,2026-01-20T13:57:47Z,18.61,travel,AE,True,False
txn_0000294,card_00876,2026-01-05T17:53:42Z,68.05,travel,AE,False,False
txn_0000295,card_00792,2026-01-03T10:18:16Z,35.87,restaurant,IN,True,False
txn_0000296,card_00712,2026-01-19T11:43:12Z,40.39,online_retail,US,True,False
txn_0000297,card_00173,2026-01-05T04:40:30Z,40.33,atm_withdrawal,US,False,True
txn_0000298,card_00621,2026-01-14T01:31:54Z,34.67,online_retail,SG,False,False
txn_0000299,card_00647,2026-01-03T19:03:08Z,245.29,fuel,IN,True,False
txn_0000300,card_00596,2026-01-04T20:36:10Z,58.7,pharmacy,IN,True,False
txn_0000301,card_00639,2026-01-13T15:24:45Z,19.35,online_retail,AE,False,False
txn_0000302,card_00835,2026-01-08T08:42:52Z,36.74,travel,IN,True,False
txn_0000303,card_00449,2026-01-29T17:54:11Z,83.24,restaurant,IN,False,False
txn_0000304,card_00417,2026-01-08T02:07:57Z,33.79,grocery,IN,False,False
txn_0000305,card_00574,2026-01-08T15:26:39Z,48.75,travel,IN,True,False
txn_0000306,card_00786,2026-01-20T16:35:02Z,29.76,pharmacy,AE,True,False
txn_0000307,card_00329,2026-01-02T11:19:31Z,17.58,travel,IN,True,False
txn_0000308,card_00717,2026-01-16T00:59:43Z,1030.99,online_retail,SG,True,False
txn_0000309,card_00409,2026-01-06T23:21:28Z,45.9,restaurant,GB,True,False
txn_0000310,card_00316,2026-01-09T11:18:25Z,207.21,pharmacy,IN,True,False
txn_0000311,card_00212,2026-01-21T00:34:03Z,13.58,pharmacy,US,False,False
txn_0000312,card_00769,2026-01-30T14:35:53Z,42.57,electronics,US,False,False
txn_0000313,card_00685,2026-01-19T04:50:27Z,19.98,grocery,SG,False,False
txn_0000314,card_00535,2026-01-28T20:39:00Z,346.58,grocery,AE,False,False
txn_0000315,card_00709,2026-01-08T21:38:55Z,181.45,entertainment,US,True,False
txn_0000316,card_00887,2026-01-18T17:53:23Z,51.42,online_retail,GB,True,False
txn_0000317,card_00390,2026-01-03T18:57:09Z,176.55,entertainment,AE,True,False
txn_0000318,card_00482,2026-01-15T12:40:45Z,5.11,online_retail,DE,False,False
txn_0000319,card_00417,2026-01-15T11:46:29Z,36.24,utilities,DE,False,False
txn_0000320,card_00289,2026-01-18T04:09:34Z,27.69,grocery,IN,False,False
txn_0000321,card_00620,2026-01-02T01:59:30Z,58.94,travel,SG,True,False
txn_0000322,card_00138,2026-01-08T16:10:13Z,69.07,travel,DE,True,False
txn_0000323,card_00054,2026-01-24T18:29:47Z,5.9,online_retail,IN,False,False
txn_0000324,card_00300,2026-01-01T20:22:30Z,90.18,restaurant,DE,True,False
